Posting Date,Entry Type,Document Type,Document No.,Item No.,Description,Brand Code,Production Date,Expiration Date,Lot No.,Location Code,Quantity,Invoiced Quantity,Remaining Quantity,Net Weight,Quantity (Source UOM),Sales Amount (Actual),Cost Amount (Actual),Cost Amount (Non-Invtbl.),Open,Order Type,Entry No.,Item Category Code,Product Group Code
4/1/2019,Purchase,Purchase Receipt,RCP107367,02-01-028-OG,"OG Strawberries, Green, 1 lb...",,,4/1/2020,G-CO-091,DURHAM,11,11,0,0,11,0,55,0,No, ,1177,BERRIES,
4/1/2019,Purchase,Purchase Receipt,RCP107367,01-04-024-OG,"OG Green Kale, loose, 20 lb.",,,4/1/2020,G-CO-091,DURHAM,32,32,0,640,32,0,576,0,No, ,1176,KALES,
4/1/2019,Purchase,Purchase Receipt,RCP107367,01-09-014-OG,"OG Red Radish, bunched, 12 ct...",,,4/1/2020,G-CO-091,DURHAM,7,7,0,105,7,0,126,0,No, ,1175,RADISHES,
4/1/2019,Purchase,Purchase Receipt,RCP107367,01-21-017-OG,"OG Red Beets, 10 lb.",,,4/1/2020,G-CO-091,DURHAM,10,10,0,120,10,0,100,0,No, ,1174,BEETS,
4/1/2019,Sale,Sales Shipment,SHP102394,03-26-001-NC,"Non-Cert. Canola Oil, Expeller-Pressed GMO-Fre",,,3/20/2020,BUG-079,DURHAM,-4,-4,0,0,-4,166.8,-123,0,No, ,1173,OIL,
4/1/2019,Sale,Sales Shipment,SHP102394,03-38-004-NC,"Non-Cert. Wildflower Honey, 1 quart (44 oz.)..",,,,BWH-075,DURHAM,-6,-6,0,0,-6,84,-62.4,0,No, ,1172,GROCERY HONEY,
4/1/2019,Sale,Sales Shipment,SHP102394,03-34-013-NC,"Non-Cert. Chevre Classic Log Goat Cheese, 4 lb.",,,6/22/2019,GLD-084,DURHAM,-1,-1,0,0,-1,48.21,-36.16,0,No, ,1171,GROCERY CHEESE,
4/1/2019,Sale,Sales Shipment,SHP102394,01-67-001-OG,"OG Parsnip, 10 lb...",,,3/4/2020,CG-063,DURHAM,-1,-1,0,-10,-1,28,-20,0,No, ,1170,PARSNIPS,
4/1/2019,Sale,Sales Shipment,SHP102394,01-03-022-OG,"OG Green Cabbage, 45 lb., Florida",,,3/25/2020,G-IN-O80,DURHAM,-1,-1,0,0,-1,31,-24.5,0,No, ,1169,CABBAGE,
4/1/2019,Sale,Sales Shipment,SHP102393,01-03-023-OG,"OG Red Cabbage, 45 lb., Florida",,,3/21/2020,G-IN-080,DURHAM,-3,-3,0,0,-3,108,-91.5,0,No, ,1168,CABBAGE,
4/1/2019,Sale,Sales Shipment,SHP102393,01-18-013-NC,"Non-Cert. MIXED Head Lettuce, 7 lb...",,,3/25/2020,G-CPP-084,DURHAM,-4,-4,0,0,-4,146,-110,0,No, ,1167,LETTUCE,
4/1/2019,Sale,Sales Shipment,SHP102393,01-46-030-OG,"OG Covington Sweet Potatoes, 40 lb",,,3/22/2020,G-RG-081,DURHAM,-1,-1,0,-40,-1,40.5,-28,0,No, ,1166,SWEET POTATOES,
4/1/2019,Sale,Sales Shipment,SHP102393,01-42-008-OG,"OG Rainbow Chard, bunched, 24 ct...",,,3/25/2020,G-UH-084,DURHAM,-3,-3,0,-75,-3,106.5,-78,0,No, ,1165,CHARD,
4/1/2019,Sale,Sales Shipment,SHP102393,01-03-022-OG,"OG Green Cabbage, 45 lb., Florida",,,3/25/2020,G-IN-O80,DURHAM,-1,-1,0,0,-1,31,-24.5,0,No, ,1164,CABBAGE,
4/1/2019,Sale,Sales Shipment,SHP102393,01-21-019-OG,"OG Red Beets, 25 lb.",,,3/11/2020,G-UH-070,DURHAM,-4,-4,0,0,-4,129,-100,0,No, ,1163,BEETS,
4/1/2019,Positive Adjmt., ,040119 HONEY QTS,03-38-004-NC,"Non-Cert. Wildflower Honey, 1 quart (44 oz.)..",,,,BWH-075,DURHAM,12,12,0,0,12,0,124.8,0,No, ,1162,GROCERY HONEY,
4/1/2019,Negative Adjmt., ,040119 HONEY QTS,03-38-007-NC,"Non-Cert. Wildflower Honey, 12 x 1 qt (44 oz.",,,,BWH-075,DURHAM,-1,-1,0,0,-1,0,-125,0,No, ,1161,GROCERY HONEY,
4/1/2019,Sale,Sales Shipment,SHP102392,03-26-001-NC,"Non-Cert. Canola Oil, Expeller-Pressed GMO-Fre",,,3/20/2020,BUG-079,DURHAM,-7,-7,0,0,-7,291.9,-215.25,0,No, ,1160,OIL,
4/1/2019,Sale,Sales Shipment,SHP102391,01-28-006-NC,"Non-Cert. Oyster Mushrooms, 3 lb.",,,4/1/2020,G-FFM-091,DURHAM,-1,-1,0,0,-1,36,-27,0,No, ,1159,BEETS,
4/1/2019,Sale,Sales Shipment,SHP102390,01-18-013-NC,"Non-Cert. MIXED Head Lettuce, 7 lb...",,,3/25/2020,G-CPP-084,DURHAM,-2,-2,0,0,-2,73,-55,0,No, ,1158,LETTUCE,
4/1/2019,Sale,Sales Shipment,SHP102389,03-26-001-NC,"Non-Cert. Canola Oil, Expeller-Pressed GMO-Fre",,,3/20/2020,BUG-079,DURHAM,-3,-3,0,0,-3,125.1,-92.25,0,No, ,1157,OIL,
4/1/2019,Sale,Sales Shipment,SHP102389,01-18-013-NC,"Non-Cert. MIXED Head Lettuce, 7 lb...",,,3/25/2020,G-CPP-084,DURHAM,-2,-2,0,0,-2,73,-55,0,No, ,1156,LETTUCE,
4/1/2019,Sale,Sales Shipment,SHP102388,01-28-012-NC,"Non-Cert. Lions Mane Mushrooms, 3 lb.",,,4/1/2020,G-FFM-091,DURHAM,-3,-3,0,0,-3,108,-81,0,No, ,1155,,
4/1/2019,Sale,Sales Shipment,SHP102388,01-28-017-NC,"Non-Cert. Grey Oyster Mushroom, 3lb.",,,4/1/2020,G-FFM-091,DURHAM,-5,-5,0,0,-5,126.6,-101.25,0,No, ,1154,,
4/1/2019,Sale,Sales Shipment,SHP102388,01-46-010-OG,"OG Garnet Sweet Potatoes, 40 lb...",,,3/29/2020,G-WT-088,DURHAM,-112,-112,0,"-4,480",-112,"4,368.00","-3,584.00",0,No, ,1153,SWEET POTATOES,
4/1/2019,Sale,Sales Shipment,SHP102388,01-46-010-OG,"OG Garnet Sweet Potatoes, 40 lb...",,,3/22/2020,G-WT-081,DURHAM,-56,-56,0,"-2,240",-56,"2,184.00","-1,792.00",0,No, ,1152,SWEET POTATOES,
4/1/2019,Sale,Sales Shipment,SHP102388,01-46-030-OG,"OG Covington Sweet Potatoes, 40 lb",,,3/26/2020,G-WT-085,DURHAM,-56,-56,0,"-2,240",-56,"2,128.00","-1,680.00",0,No, ,1151,SWEET POTATOES,
4/1/2019,Sale,Sales Shipment,SHP102387,03-49-001-NC,"Non-Cert. Sorghum, 1 gallon..",,,,MPS-075,DURHAM,-8,-8,0,0,-8,292,-240,0,No, ,1150,GROCERY SORGHUM,
4/1/2019,Purchase,Purchase Receipt,RCP107366,01-11-003-NC,"Non-Cert. Green Slicing Tomatoes, 18 lb...",,,4/1/2020,G-STC-091,DURHAM,2,2,0,0,2,0,72,0,No, ,1149,TOMATOES,
4/1/2019,Purchase,Purchase Receipt,RCP107366,01-11-007-NC,"Non-Cert. Red Slicing Tomatoes, 18 lb...",,,4/1/2020,G-STC-091,DURHAM,26,26,0,0,26,0,936,0,No, ,1148,TOMATOES,
4/1/2019,Purchase,Purchase Receipt,RCP107365,01-28-015-NC,"Non-Cert. Pioppini Mushrooms, 3 lb.",,,4/1/2020,G-FFM-091,DURHAM,3,3,0,0,3,0,85.5,0,No, ,1147,,
4/1/2019,Purchase,Purchase Receipt,RCP107365,01-28-017-NC,"Non-Cert. Grey Oyster Mushroom, 3lb.",,,4/1/2020,G-FFM-091,DURHAM,10,10,0,0,10,0,202.5,0,No, ,1146,,
4/1/2019,Purchase,Purchase Receipt,RCP107365,01-28-006-NC,"Non-Cert. King Oyster Mushrooms, 3 lb.",,,4/1/2020,G-FFM-091,DURHAM,5,5,0,0,5,0,135,0,No, ,1145,BEETS,
4/1/2019,Purchase,Purchase Receipt,RCP107365,01-28-012-NC,"Non-Cert. Lions Mane Mushrooms, 3 lb.",,,4/1/2020,G-FFM-091,DURHAM,10,10,0,0,10,0,270,0,No, ,1144,,
4/1/2019,Purchase,Purchase Receipt,RCP107365,01-28-014-NC,"Non-Cert. Cinnamon Cap Mushrooms, 3lb",,,4/1/2020,G-FFM-091,DURHAM,2,2,0,0,2,0,54,0,No, ,1143,,
4/1/2019,Purchase,Purchase Receipt,RCP107365,01-28-003-NC,"Non-Cert. Maitake Mushrooms, 3 lb...",,,4/1/2020,G-FFM-091,DURHAM,2,2,0,0,2,0,57,0,No, ,1142,BEETS,
4/1/2019,Sale,Sales Shipment,SHP102386,01-04-024-OG,"OG Green Kale, loose, 20 lb.",,,3/25/2020,G-UH-084,DURHAM,-2,-2,0,-40,-2,59,-36,0,No, ,1141,KALES,
3/29/2019,Sale,Sales Shipment,SHP102385,01-04-036-OG,"OG Red Russian Kale, bunched, 24 ct...",,,3/29/2020,G-UH-088,DURHAM,-35,-35,0,-700,-35,"1,050.00",-910,0,No, ,1140,KALES,
3/29/2019,Sale,Sales Shipment,SHP102385,01-46-010-OG,"OG Garnet Sweet Potatoes, 40 lb...",,,3/26/2020,G-WT-085,DURHAM,-56,-56,0,"-2,240",-56,"2,520.00","-1,792.00",0,No, ,1139,SWEET POTATOES,
3/29/2019,Sale,Sales Shipment,SHP102385,01-46-030-OG,"OG Covington Sweet Potatoes, 40 lb",,,3/28/2020,G-RG-087,DURHAM,-56,-56,0,"-2,240",-56,"2,296.00","-1,680.00",0,No, ,1138,SWEET POTATOES,
3/29/2019,Sale,Sales Shipment,SHP102383,01-04-023-OG,"OG Green Kale, bunched, 24 ct...",,,3/29/2020,G-UH-088,DURHAM,-20,-20,0,-400,-20,812.03,-520,0,No, ,1137,KALES,
3/29/2019,Sale,Sales Shipment,SHP102383,01-04-026-OG,"OG Lacinato ""Dino"" Kale, 20 lb...",,,3/29/2020,G-CO-088,DURHAM,-1,-1,0,-20,-1,33.6,-22,0,No, ,1136,KALES,
3/29/2019,Sale,Sales Shipment,SHP102383,01-04-026-OG,"OG Lacinato ""Dino"" Kale, 20 lb...",,,3/25/2020,G-CO-084,DURHAM,-11,-11,0,-220,-11,369.62,-242,0,No, ,1135,KALES,
3/29/2019,Sale,Sales Shipment,SHP102383,01-17-005-OG,"OG Collards, bunched, 12 ct...",,,3/29/2020,G-CO-88,DURHAM,-5,-5,0,0,-5,134.26,-75,0,No, ,1134,COLLARDS,
3/29/2019,Sale,Sales Shipment,SHP102383,01-21-017-OG,"OG Red Beets, 10 lb.",,,3/25/2020,G-CO-084,DURHAM,-4,-4,0,0,-4,80.41,-40,0,No, ,1133,BEETS,
3/29/2019,Sale,Sales Shipment,SHP102383,01-09-014-OG,"OG Red Radish, bunched, 12 ct...",,,3/29/2020,G-CO-088,DURHAM,-8,-8,0,0,-8,216.81,-144,0,No, ,1132,RADISHES,
3/29/2019,Sale,Sales Shipment,SHP102383,01-42-008-OG,"OG Rainbow Chard, bunched, 24 ct...",,,3/29/2020,G-UH-088,DURHAM,-10,-10,0,0,-10,361.02,-260,0,No, ,1131,CHARD,
3/29/2019,Sale,Sales Shipment,SHP102382,03-50-016-OG,"OG UNLIMITED Buchi Kombucha, 12 x 12 oz..(63 LB)",,,4/5/2019,BC-075,DURHAM,-7,-7,0,0,-7,133,-157.5,0,No, ,1130,GROCERY KOMBUCHA,
3/29/2019,Sale,Sales Shipment,SHP102382,01-60-007-OG,"OG Purple-Top Turnips, 12 ct... (30 LB. TOTAL)",,,3/25/2020,G-CO-084,DURHAM,-3,-3,0,-60,-3,63,-60,0,No, ,1129,TURNIPS,
3/29/2019,Sale,Sales Shipment,SHP102382,01-60-006-OG,"OG Purple-Top Turnips, 10 lb... (40 LB. TOTAL)",,,3/25/2020,G-CO-084,DURHAM,-4,-4,0,0,-4,64,-60,0,No, ,1128,TURNIPS,
3/29/2019,Sale,Sales Shipment,SHP102382,01-46-022-OG,"OG Hatteras Sweet Potato, 40 lb. (240 LB. TOTAL)",,,3/25/2020,G-NJ-084,DURHAM,-6,-6,0,0,-6,150,-168,0,No, ,1127,SWEET POTATOES,
3/29/2019,Sale,Sales Shipment,SHP102382,01-18-029-OG,"OG Baby Lettuce Mix, 3 lb. (6 LB. TOTAL)",,,3/22/2020,RHF-081,DURHAM,-2,-2,0,0,-2,40,-34.8,0,No, ,1126,LETTUCE,
3/29/2019,Sale,Sales Shipment,SHP102382,01-18-031-OG,"OG Spicy Lettuce Mix, 3 lb. (6 LB. TOTAL)",,,3/27/2020,HHF-086,DURHAM,-2,-2,0,0,-2,40,-33,0,No, ,1125,,
3/29/2019,Sale,Sales Shipment,SHP102382,01-18-013-NC,"Non-Cert. MIXED Head Lettuce, 7 lb...(28 LB TOTAL)",,,3/25/2020,G-CPP-084,DURHAM,-1,-1,0,0,-1,32,-27.5,0,No, ,1124,LETTUCE,
3/29/2019,Sale,Sales Shipment,SHP102382,01-18-013-NC,"Non-Cert. MIXED Head Lettuce, 7 lb...(28 LB TOTAL)",,,3/19/2020,G-CPP-078,DURHAM,-3,-3,0,0,-3,96,-82.5,0,No, ,1123,LETTUCE,
3/29/2019,Sale,Sales Shipment,SHP102382,01-19-006-OG,"OG Mustard Greens, bunched, 12 ct...(80 LB. TOTAL)",,,3/25/2020,G-CO-084,DURHAM,-5,-5,0,0,-5,85,-66,0,No, ,1122,MUSTARD,
3/29/2019,Sale,Sales Shipment,SHP102382,01-19-006-OG,"OG Mustard Greens, bunched, 12 ct...(80 LB. TOTAL)",,,3/20/2020,G-UH-079,DURHAM,-3,-3,0,0,-3,51,-42,0,No, ,1121,MUSTARD,
3/29/2019,Sale,Sales Shipment,SHP102382,01-04-024-OG,"OG Green Kale, loose, 20 lb. (60 LB. TOTAL)",,,3/25/2020,G-UH-084,DURHAM,-3,-3,0,-60,-3,67.5,-54,0,No, ,1120,KALES,
3/29/2019,Sale,Sales Shipment,SHP102382,01-04-026-OG,"OG Lacinato ""Dino"" Kale, 20 lb... (200 LB. TOTAL)",,,3/22/2020,G-CO-081,DURHAM,-10,-10,0,-200,-10,245,-220,0,No, ,1119,KALES,
3/29/2019,Sale,Sales Shipment,SHP102382,01-17-006-OG,"OG Collards, bunched, 24 ct... (80 LB. TOTAL)",,,3/15/2020,G-CO-074,DURHAM,-4,-4,0,-80,-4,108,-100,0,No, ,1118,COLLARDS,
3/29/2019,Sale,Sales Shipment,SHP102382,01-42-008-OG,"OG Rainbow Chard, bunched, 24 ct... (80 LB. TOTAL)",,,3/25/2020,G-UH-084,DURHAM,-4,-4,0,0,-4,104,-104,0,No, ,1117,CHARD,
3/29/2019,Sale,Sales Shipment,SHP102382,01-12-005-NC,"Non-Cert. Arugula, loose, 3 lb... (3 LB. TOTAL)",,,3/25/2020,G-CPP-084,DURHAM,-1,-1,0,0,-1,20,-18,0,No, ,1116,ARUGULA,
3/29/2019,Sale,Sales Shipment,SHP102382,01-03-022-OG,"OG Green Cabbage, 45 lb., Florida (540 LB. TOTAL)",,,3/25/2020,G-IN-O80,DURHAM,-14,-14,0,0,-14,378,-343,0,No, ,1115,CABBAGE,
3/29/2019,Sale,Sales Shipment,SHP102382,01-21-019-OG,"OG Red Beets, 25 lb. (150 LB. TOTAL)",,,3/11/2020,G-UH-070,DURHAM,-6,-6,0,0,-6,150,-150,0,No, ,1114,BEETS,
3/29/2019,Sale,Sales Shipment,SHP102381,01-09-014-OG,"OG Red Radish, bunched, 12 ct...",,,3/29/2020,G-CO-088,DURHAM,-16,-16,0,0,-16,360,-288,0,No, ,1113,RADISHES,
3/29/2019,Sale,Sales Shipment,SHP102381,01-09-014-OG,"OG Red Radish, bunched, 12 ct...",,,3/25/2020,G-CO-084,DURHAM,-9,-9,0,0,-9,202.5,-162,0,No, ,1112,RADISHES,
3/29/2019,Sale,Sales Shipment,SHP102381,01-42-008-OG,"OG Rainbow Chard, bunched, 24 ct...",,,3/29/2020,G-UH-088,DURHAM,-10,-10,0,0,-10,325,-260,0,No, ,1111,CHARD,
3/29/2019,Sale,Sales Shipment,SHP102381,01-04-023-OG,"OG Green Kale, bunched, 24 ct...",,,3/29/2020,G-UH-088,DURHAM,-20,-20,0,-400,-20,690,-520,0,No, ,1110,KALES,
3/29/2019,Sale,Sales Shipment,SHP102381,01-18-028-OG,"OG Baby Lettuce Mix, 5 oz.",,,3/29/2020,G-RHF-088,DURHAM,-60,-60,0,0,-60,157.8,-126,0,No, ,1109,LETTUCE,
3/29/2019,Sale,Sales Shipment,SHP102380,01-46-027-OG,"OG Sweetgreen Sweet Potato Mix, 40 lb.",,,3/29/2020,G-WT-088,DURHAM,-168,-168,0,"-6,720",-168,"3,696.00","-2,268.00",0,No, ,1108,SWEET POTATOES,
3/29/2019,Sale,Sales Shipment,SHP102379,01-46-027-OG,"OG Sweetgreen Sweet Potato Mix, 40 lb.",,,3/28/2020,G-RG-087,DURHAM,-224,-224,0,"-8,960",-224,"4,928.00","-3,024.00",0,No, ,1107,SWEET POTATOES,
3/29/2019,Sale,Sales Shipment,SHP102378,01-46-027-OG,"OG Sweetgreen Sweet Potato Mix, 40 lb.",,,3/29/2020,G-WT-088,DURHAM,-112,-112,0,"-4,480",-112,"2,464.00","-1,512.00",0,No, ,1106,SWEET POTATOES,
3/27/2019,Positive Adjmt., ,INV CRCTN 032919,01-18-028-OG,"OG Baby Lettuce Mix, 5 oz.",,,3/29/2020,G-RHF-088,DURHAM,60,60,0,0,60,0,126,0,No, ,1105,LETTUCE,
3/27/2019,Negative Adjmt., ,INV CRCTN 032919,01-18-004-NC,"Non-Cert. Baby Lettuce Mix, 5 oz...",,,3/29/2020,G-RHF-088,DURHAM,-60,-60,0,0,-60,0,-126,0,No, ,1104,LETTUCE,
3/29/2019,Purchase,Purchase Receipt,RCP107363,01-04-036-OG,"OG Red Russian Kale, bunched, 24 ct...",,,3/29/2020,G-CO-088,DURHAM,15,15,0,300,15,0,390,0,No, ,1103,KALES,
3/29/2019,Purchase,Purchase Receipt,RCP107363,01-17-005-OG,"OG Collards, bunched, 12 ct...",,,3/29/2020,G-CO-88,DURHAM,5,5,0,0,5,0,75,0,No, ,1102,COLLARDS,
3/29/2019,Purchase,Purchase Receipt,RCP107363,01-04-024-OG,"OG Green Kale, loose, 20 lb.",,,3/29/2020,G-CO-088,DURHAM,10,10,0,200,10,0,180,0,No, ,1101,KALES,
3/29/2019,Purchase,Purchase Receipt,RCP107363,01-04-026-OG,"OG Lacinato ""Dino"" Kale, 20 lb...",,,3/29/2020,G-CO-088,DURHAM,20,20,0,400,20,0,440,0,No, ,1100,KALES,
3/29/2019,Purchase,Purchase Receipt,RCP107363,01-21-017-OG,"OG Red Beets, 10 lb.",,,3/29/2020,G-CO-088,DURHAM,10,10,0,0,10,0,100,0,No, ,1099,BEETS,
3/29/2019,Purchase,Purchase Receipt,RCP107363,01-09-014-OG,"OG Red Radish, bunched, 12 ct...",,,3/29/2020,G-CO-088,DURHAM,35,35,0,0,35,0,630,0,No, ,1098,RADISHES,
3/29/2019,Purchase,Purchase Receipt,RCP107362,01-04-036-OG,"OG Red Russian Kale, bunched, 24 ct...",,,3/29/2020,G-UH-088,DURHAM,35,35,0,700,35,0,910,0,No, ,1097,KALES,
3/29/2019,Purchase,Purchase Receipt,RCP107362,01-42-008-OG,"OG Rainbow Chard, bunched, 24 ct...",,,3/29/2020,G-UH-088,DURHAM,25,25,0,0,25,0,650,0,No, ,1096,CHARD,
3/29/2019,Purchase,Purchase Receipt,RCP107362,01-04-023-OG,"OG Green Kale, bunched, 24 ct...",,,3/29/2020,G-UH-088,DURHAM,40,40,0,800,40,0,"1,040.00",0,No, ,1095,KALES,
3/29/2019,Purchase,Purchase Receipt,RCP107361,01-18-029-OG,"OG Baby Lettuce Mix, 3 lb.",,,3/29/2020,G-RHF-088,DURHAM,3,3,0,0,3,0,52.2,0,No, ,1094,LETTUCE,
3/29/2019,Purchase,Purchase Receipt,RCP107361,01-18-004-NC,"Non-Cert. Baby Lettuce Mix, 5 oz...",,,3/29/2020,G-RHF-088,DURHAM,60,60,0,0,60,0,126,0,No, ,1093,LETTUCE,
3/29/2019,Sale,Sales Shipment,SHP102377,02-01-025-OG,"OG Strawberries, 8 x 1 lb...",,,3/29/2020,G-UH-088,DURHAM,-2,-2,0,0,-2,64,-50,0,No, ,1092,BERRIES,
3/29/2019,Sale,Sales Shipment,SHP102377,02-01-025-OG,"OG Strawberries, 8 x 1 lb...",,,3/29/2020,G-CO-088,DURHAM,-14,-14,0,0,-14,448,-350,0,No, ,1091,BERRIES,
3/29/2019,Purchase,Purchase Receipt,RCP107360,02-01-025-OG,"OG Strawberries, 8 x 1 lb...",,,3/29/2020,G-UH-088,DURHAM,2,2,0,0,2,0,50,0,No, ,1090,BERRIES,
3/29/2019,Purchase,Purchase Receipt,RCP107359,02-01-025-OG,"OG Strawberries, 8 x 1 lb...",,,3/29/2020,G-CO-088,DURHAM,14,14,0,0,14,0,350,0,No, ,1089,BERRIES,
3/29/2019,Sale,Sales Shipment,SHP102376,01-09-014-OG,"OG Red Radish, bunched, 12 ct...",,,3/25/2020,G-CO-084,DURHAM,-2,-2,0,0,-2,46,-36,0,No, ,1088,RADISHES,
3/29/2019,Sale,Sales Shipment,SHP102376,01-60-006-OG,"OG Purple-Top Turnips, 10 lb...",,,3/25/2020,G-CO-084,DURHAM,-3,-3,0,0,-3,57,-45,0,No, ,1087,TURNIPS,
3/29/2019,Sale,Sales Shipment,SHP102376,01-18-013-NC,"Non-Cert. MIXED Head Lettuce, 7 lb...",,,3/25/2020,G-CPP-084,DURHAM,-1,-1,0,0,-1,36.5,-27.5,0,No, ,1086,LETTUCE,
3/29/2019,Purchase,Purchase Receipt,RCP107358,01-46-009-OG,"OG Covington Sweet Potatoes, JUMBO, 40 lb...",,,3/29/2020,G-WT-088,DURHAM,11,11,0,0,11,0,198,0,No, ,1085,SWEET POTATOES,
3/29/2019,Purchase,Purchase Receipt,RCP107356,01-46-030-OG,"OG Covington Sweet Potatoes, 40 lb",,,3/29/2020,G-WT-088,DURHAM,56,56,0,"2,240",56,0,"1,568.00",0,No, ,1084,SWEET POTATOES,
3/29/2019,Purchase,Purchase Receipt,RCP107356,01-46-010-OG,"OG Garnet Sweet Potatoes, 40 lb...",,,3/29/2020,G-WT-088,DURHAM,168,168,0,"6,720",168,0,"5,376.00",0,No, ,1083,SWEET POTATOES,
3/29/2019,Purchase,Purchase Receipt,RCP107356,01-46-027-OG,"OG Sweetgreen Sweet Potato Mix, 40 lb.",,,3/29/2020,G-WT-088,DURHAM,280,280,0,"11,200",280,0,"3,780.00",0,No, ,1082,SWEET POTATOES,
3/29/2019,Sale,Sales Shipment,SHP102375,01-18-013-NC,"Non-Cert. MIXED Head Lettuce, 7 lb...",,,3/19/2020,G-CPP-078,DURHAM,-2,-2,0,0,-2,73,-55,0,No, ,1081,LETTUCE,
3/29/2019,Sale,Sales Shipment,SHP102375,03-38-008-NC,"Non-Cert. Wildflower Honey, 5 gal bucket. (60",,,,BWH-080,DURHAM,-1,-1,0,0,-1,263,-229.67,0,No, ,1080,GROCERY HONEY,
3/28/2019,Sale,Sales Shipment,SHP102374,01-46-018-OG,"OG Purple Sweet Potatoes, 40 lb...",,,3/25/2020,G-NJ-084,DURHAM,-1,-1,0,0,-1,42,-28,0,No, ,1079,SWEET POTATOES,
3/28/2019,Sale,Sales Shipment,SHP102373,01-47-001-OG,"OG Red Hawaiian Turmeric, 1 lb...",,,3/25/2020,SAC-084,DURHAM,-1,-1,0,0,-1,9.4,-7.5,0,No, ,1078,TURMERIC,
3/28/2019,Sale,Sales Shipment,SHP102373,01-47-001-OG,"OG Red Hawaiian Turmeric, 1 lb...",,,2/25/2020,SP-056,DURHAM,-4,-4,0,0,-4,37.6,-30,0,No, ,1077,TURMERIC,
3/28/2019,Sale,Sales Shipment,SHP102373,01-46-001-NC,"Non-Cert. Murasaki Sweet Potato, 40 lb.",,,3/22/2020,G-RG-081,DURHAM,-2,-2,0,-80,-2,70,-56,0,No, ,1076,SWEET POTATOES,
3/28/2019,Sale,Sales Shipment,SHP102373,01-46-010-OG,"OG Garnet Sweet Potatoes, 40 lb...",,,3/22/2020,G-WT-081,DURHAM,-2,-2,0,-80,-2,84,-64,0,No, ,1075,SWEET POTATOES,
3/28/2019,Sale,Sales Shipment,SHP102373,01-46-030-OG,"OG Covington Sweet Potatoes, 40 lb",,,3/22/2020,G-RG-081,DURHAM,-4,-4,0,-160,-4,156,-112,0,No, ,1074,SWEET POTATOES,
3/28/2019,Sale,Sales Shipment,SHP102373,01-17-006-OG,"OG Collards, bunched, 24 ct...",,,3/15/2020,G-CO-074,DURHAM,-2,-2,0,-40,-2,62,-50,0,No, ,1073,COLLARDS,
3/28/2019,Sale,Sales Shipment,SHP102373,01-03-023-OG,"OG Red Cabbage, 45 lb., Florida",,,3/21/2020,G-IN-080,DURHAM,-2,-2,0,0,-2,72,-61,0,No, ,1072,CABBAGE,
3/28/2019,Sale,Sales Shipment,SHP102373,01-03-022-OG,"OG Green Cabbage, 45 lb., Florida",,,3/25/2020,G-IN-O80,DURHAM,-3,-3,0,0,-3,96,-73.5,0,No, ,1071,CABBAGE,
3/28/2019,Sale,Sales Shipment,SHP102372,03-34-015-NC,"Non-Cert. Chevre Fig & Honey Goat Cheese, 5 oz.",,,6/6/2019,GLD-075,DURHAM,-10,-10,0,0,-10,53.3,-42.6,0,No, ,1070,GROCERY CHEESE,
3/28/2019,Sale,Sales Shipment,SHP102371,03-50-021-OG,"OG AIR Buchi Kombucha, 12 x 12 oz....",,,9/13/2019,BC-075,DURHAM,-1,-1,0,0,-1,27.75,-22.5,0,No, ,1069,GROCERY KOMBUCHA,
3/28/2019,Sale,Sales Shipment,SHP102370,01-47-001-OG,"OG Red Hawaiian Turmeric, 1 lb...",,,3/25/2020,SAC-084,DURHAM,-1,-1,0,0,-1,9.4,-7.5,0,No, ,1068,TURMERIC,
3/28/2019,Sale,Sales Shipment,SHP102370,01-46-001-NC,"Non-Cert. Murasaki Sweet Potato, 40 lb.",,,3/22/2020,G-RG-081,DURHAM,-2,-2,0,-80,-2,70,-56,0,No, ,1067,SWEET POTATOES,
3/28/2019,Sale,Sales Shipment,SHP102370,01-46-010-OG,"OG Garnet Sweet Potatoes, 40 lb...",,,3/22/2020,G-WT-081,DURHAM,-1,-1,0,-40,-1,42,-32,0,No, ,1066,SWEET POTATOES,
3/28/2019,Sale,Sales Shipment,SHP102370,01-46-030-OG,"OG Covington Sweet Potatoes, 40 lb",,,3/22/2020,G-RG-081,DURHAM,-2,-2,0,-80,-2,78,-56,0,No, ,1065,SWEET POTATOES,
3/28/2019,Sale,Sales Shipment,SHP102370,01-17-006-OG,"OG Collards, bunched, 24 ct...",,,3/15/2020,G-CO-074,DURHAM,-1,-1,0,-20,-1,32.25,-25,0,No, ,1064,COLLARDS,
3/28/2019,Sale,Sales Shipment,SHP102370,01-03-023-OG,"OG Red Cabbage, 45 lb., Florida",,,3/21/2020,G-IN-080,DURHAM,-1,-1,0,0,-1,36,-30.5,0,No, ,1063,CABBAGE,
3/28/2019,Sale,Sales Shipment,SHP102369,01-46-010-OG,"OG Garnet Sweet Potatoes, 40 lb...",,,3/22/2020,G-WT-081,DURHAM,-6,-6,0,-240,-6,238.5,-192,0,No, ,1062,SWEET POTATOES,
3/28/2019,Sale,Sales Shipment,SHP102369,01-18-007-NC,"Non-Cert. Butterhead Lettuce, 12 ct...",,,3/21/2020,LLU-080,DURHAM,-3,-3,0,0,-3,67.5,-54,0,No, ,1061,LETTUCE,
